MOF,Predicted Value,Model,Features
str_m3_o6_o17_f0_nbo.sym.13.out,42.43250972148792,LinearRegression,LCD
mof_6675,47.78065184378862,LinearRegression,LCD
str_m1_o3_o7_f0_pcu.sym.78.out,42.15102855715631,LinearRegression,LCD
str_m3_o2_o2_f0_nbo.sym.15.out,42.010287974990504,LinearRegression,LCD
mof_2517,44.96584020047246,LinearRegression,LCD
mof_6726,47.78065184378862,LinearRegression,LCD
str_m1_o3_o6_f0_pcu.sym.54.out,38.4917734208453,LinearRegression,LCD
str_m2_o6_o25_f0_nbo.sym.29.out,44.40287787180923,LinearRegression,LCD
mof_9961,42.15102855715631,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.21.out,42.43250972148792,LinearRegression,LCD
str_m1_o2_o6_f0_pcu.sym.20.out,38.21029225651368,LinearRegression,LCD
str_m2_o2_o20_f0_nbo.sym.70.out,41.025103899829844,LinearRegression,LCD
str_m2_o6_o25_f0_nbo.sym.49.out,44.54361845397504,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.51.out,39.89917924250338,LinearRegression,LCD
str_m3_o20_o28_f0_nbo.sym.81.out,41.30658506416146,LinearRegression,LCD
str_m2_o2_o25_f0_nbo.sym.19.out,42.43250972148792,LinearRegression,LCD
str_m3_o7_o20_f0_nbo.sym.30.out,41.165844481995656,LinearRegression,LCD
mof_9280,39.33621691384015,LinearRegression,LCD
str_m1_o3_o29_f0_pcu.sym.1.out,44.26213728964343,LinearRegression,LCD
str_m1_o7_o20_f0_pcu.sym.48.out,38.773254585176915,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.190.out,42.57325030365374,LinearRegression,LCD
str_m3_o20_o27_f0_nbo.sym.93.out,42.010287974990504,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.48.out,43.98065612531181,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.62.out,40.602882153332416,LinearRegression,LCD
str_m3_o17_o25_f0_nbo.sym.276.out,41.86954739282469,LinearRegression,LCD
str_m2_o6_o17_f0_nbo.sym.40.out,42.99547205015115,LinearRegression,LCD
str_m3_o32_o58_f0_tbo.sym.111.out,44.40287787180923,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.4.out,42.57325030365374,LinearRegression,LCD
mof_9368,47.49917067945701,LinearRegression,LCD
str_m1_o7_o20_f0_pcu.sym.11.out,38.06955167434788,LinearRegression,LCD
str_m3_o20_o28_f0_nbo.sym.48.out,41.44732564632727,LinearRegression,LCD
mof_8075,41.165844481995656,LinearRegression,LCD
str_m2_o2_o23_f0_nbo.sym.148.out,43.13621263231696,LinearRegression,LCD
str_m3_o6_o7_f0_nbo.sym.65.out,45.106580782638275,LinearRegression,LCD
str_m2_o2_o23_f0_nbo.sym.96.out,42.99547205015115,LinearRegression,LCD
str_m1_o27_o28_f0_pcu.sym.28.out,43.41769379664858,LinearRegression,LCD
mof_8466,51.58064756226543,LinearRegression,LCD
str_m2_o2_o7_f0_nbo.sym.1.out,43.13621263231696,LinearRegression,LCD
str_m3_o17_o25_f0_nbo.sym.13.out,42.29176913932211,LinearRegression,LCD
str_m2_o2_o27_f0_nbo.sym.29.out,42.15102855715631,LinearRegression,LCD
NU-P-4TTP-ftw,62.276931806866834,LinearRegression,LCD
mof_2522,49.1880576654467,LinearRegression,LCD
str_m2_o17_o20_f0_nbo.sym.97.out,38.21029225651368,LinearRegression,LCD
str_m2_o2_o20_f0_nbo.sym.6.out,40.88436331766404,LinearRegression,LCD
str_m2_o25_o25_f0_nbo.sym.34.out,44.54361845397504,LinearRegression,LCD
mof_11220,45.81028369346731,LinearRegression,LCD
mof_12567,44.26213728964343,LinearRegression,LCD
mof_527,43.27695321448277,LinearRegression,LCD
mof_3276,40.46214157116661,LinearRegression,LCD
str_m2_o2_o7_f0_nbo.sym.44.out,42.99547205015115,LinearRegression,LCD
str_m3_o2_o27_f0_nbo.sym.166.out,42.71399088581954,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.84.out,42.29176913932211,LinearRegression,LCD
mof_7956,53.69175629475255,LinearRegression,LCD
str_m1_o7_o27_f0_pcu.sym.3.out,40.88436331766404,LinearRegression,LCD
str_m3_o7_o20_f0_nbo.sym.20.out,41.025103899829844,LinearRegression,LCD
mof_5310,39.05473574950854,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.15.out,43.839915543146,LinearRegression,LCD
str_m2_o17_o20_f0_nbo.sym.30.out,41.86954739282469,LinearRegression,LCD
str_m2_o6_o23_f0_nbo.sym.61.out,44.26213728964343,LinearRegression,LCD
str_m3_o17_o25_f0_nbo.sym.104.out,41.72880681065888,LinearRegression,LCD
mof_3238,42.99547205015115,LinearRegression,LCD
str_m2_o20_o28_f0_nbo.sym.108.out,40.602882153332416,LinearRegression,LCD
str_m3_o31_o32_f0_tbo.sym.74.out,42.99547205015115,LinearRegression,LCD
str_m1_o3_o28_f0_pcu.sym.23.out,40.602882153332416,LinearRegression,LCD
str_m2_o6_o25_f0_nbo.sym.53.out,43.55843437881438,LinearRegression,LCD
str_m3_o17_o25_f0_nbo.sym.26.out,41.86954739282469,LinearRegression,LCD
str_m3_o20_o28_f0_nbo.sym.50.out,41.44732564632727,LinearRegression,LCD
str_m2_o2_o7_f0_nbo.sym.2.out,42.99547205015115,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.178.out,39.47695749600595,LinearRegression,LCD
str_m3_o25_o25_f0_nbo.sym.120.out,43.69917496098019,LinearRegression,LCD
mof_2948,42.43250972148792,LinearRegression,LCD
mof_8857,41.86954739282469,LinearRegression,LCD
str_m1_o27_o28_f0_pcu.sym.12.out,38.4917734208453,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.12.out,42.854731467985346,LinearRegression,LCD
str_m2_o6_o17_f0_nbo.sym.53.out,42.99547205015115,LinearRegression,LCD
str_m3_o2_o7_f0_nbo.sym.37.out,41.588066228493076,LinearRegression,LCD
str_m3_o20_o29_f0_nbo.sym.26.out,40.602882153332416,LinearRegression,LCD
mof_9226,42.57325030365374,LinearRegression,LCD
str_m1_o6_o28_f0_pcu.sym.48.out,39.33621691384015,LinearRegression,LCD
str_m3_o2_o3_f0_nbo.sym.14.out,42.71399088581954,LinearRegression,LCD
str_m2_o17_o20_f0_nbo.sym.29.out,41.025103899829844,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.8.out,42.43250972148792,LinearRegression,LCD
str_m3_o23_o25_f0_nbo.sym.6.out,44.121396707477615,LinearRegression,LCD
mof_10929,43.13621263231696,LinearRegression,LCD
str_m2_o2_o25_f0_nbo.sym.42.out,40.74362273549823,LinearRegression,LCD
str_m2_o20_o29_f0_nbo.sym.63.out,41.588066228493076,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.65.out,40.32140098900081,LinearRegression,LCD
mof_2807,43.98065612531181,LinearRegression,LCD
str_m1_o3_o20_f0_pcu.sym.37.out,38.4917734208453,LinearRegression,LCD
str_m2_o33_o58_f0_tbo.sym.23.out,50.876944651436396,LinearRegression,LCD
str_m3_o6_o7_f0_nbo.sym.32.out,45.106580782638275,LinearRegression,LCD
str_m1_o7_o29_f0_pcu.sym.14.out,40.74362273549823,LinearRegression,LCD
str_m2_o2_o7_f0_nbo.sym.13.out,42.99547205015115,LinearRegression,LCD
str_m3_o2_o27_f0_nbo.sym.51.out,40.46214157116661,LinearRegression,LCD
str_m3_o32_o58_f0_tbo.sym.54.out,46.09176485779893,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.93.out,42.57325030365374,LinearRegression,LCD
str_m2_o17_o20_f0_nbo.sym.57.out,41.44732564632727,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.21.out,42.854731467985346,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.192.out,41.72880681065888,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.90.out,39.758438660337575,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.194.out,42.29176913932211,LinearRegression,LCD
mof_12438,41.025103899829844,LinearRegression,LCD
mof_8245,44.96584020047246,LinearRegression,LCD
str_m1_o7_o29_f0_pcu.sym.129.out,40.74362273549823,LinearRegression,LCD
str_m2_o6_o7_f0_nbo.sym.198.out,43.839915543146,LinearRegression,LCD
str_m3_o32_o58_f0_tbo.sym.117.out,44.121396707477615,LinearRegression,LCD
mof_2939,39.33621691384015,LinearRegression,LCD
str_m2_o17_o25_f0_nbo.sym.253.out,40.46214157116661,LinearRegression,LCD
str_m3_o17_o23_f0_nbo.sym.103.out,42.15102855715631,LinearRegression,LCD
str_m2_o17_o20_f0_nbo.sym.172.out,39.05473574950854,LinearRegression,LCD
str_m3_o20_o28_f0_nbo.sym.12.out,39.758438660337575,LinearRegression,LCD
mof_9663,40.602882153332416,LinearRegression,LCD
str_m2_o20_o29_f0_nbo.sym.58.out,40.46214157116661,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.168.out,41.44732564632727,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.240.out,39.89917924250338,LinearRegression,LCD
str_m1_o7_o27_f0_pcu.sym.85.out,42.71399088581954,LinearRegression,LCD
str_m3_o17_o23_f0_nbo.sym.129.out,39.61769807817176,LinearRegression,LCD
str_m3_o6_o23_f0_nbo.sym.4.out,42.854731467985346,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.249.out,42.57325030365374,LinearRegression,LCD
str_m2_o20_o29_f0_nbo.sym.34.out,41.44732564632727,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.2.out,41.165844481995656,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.64.out,41.86954739282469,LinearRegression,LCD
str_m2_o23_o25_f0_nbo.sym.9.out,43.55843437881438,LinearRegression,LCD
str_m2_o6_o7_f0_nbo.sym.181.out,42.29176913932211,LinearRegression,LCD
str_m2_o20_o28_f0_nbo.sym.175.out,41.588066228493076,LinearRegression,LCD
str_m2_o6_o17_f0_nbo.sym.186.out,42.43250972148792,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.124.out,41.86954739282469,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.248.out,42.010287974990504,LinearRegression,LCD
str_m2_o17_o25_f0_nbo.sym.74.out,42.71399088581954,LinearRegression,LCD
str_m3_o31_o58_f0_tbo.sym.26.out,42.854731467985346,LinearRegression,LCD
mof_5851,45.81028369346731,LinearRegression,LCD
str_m1_o7_o17_f0_pcu.sym.173.out,39.33621691384015,LinearRegression,LCD
str_m3_o20_o29_f0_nbo.sym.53.out,40.180660406834996,LinearRegression,LCD
mof_5910,46.373246022130544,LinearRegression,LCD
str_m2_o33_o58_f0_tbo.sym.97.out,49.61027941194413,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.69.out,42.010287974990504,LinearRegression,LCD
str_m3_o23_o25_f0_nbo.sym.13.out,42.29176913932211,LinearRegression,LCD
mof_8294,51.15842581576801,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.215.out,41.86954739282469,LinearRegression,LCD
str_m2_o33_o58_f0_tbo.sym.170.out,49.61027941194413,LinearRegression,LCD
str_m3_o17_o25_f0_nbo.sym.52.out,42.29176913932211,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.125.out,40.03991982466919,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.172.out,39.33621691384015,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.33.out,40.46214157116661,LinearRegression,LCD
mof_2947,41.86954739282469,LinearRegression,LCD
str_m2_o23_o23_f0_nbo.sym.30.out,43.839915543146,LinearRegression,LCD
str_m3_o2_o6_f0_nbo.sym.37.out,42.43250972148792,LinearRegression,LCD
str_m3_o25_o27_f0_nbo.sym.35.out,41.30658506416146,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.43.out,40.88436331766404,LinearRegression,LCD
mof_12161,47.217689515125386,LinearRegression,LCD
str_m3_o6_o23_f0_nbo.sym.5.out,42.99547205015115,LinearRegression,LCD
str_m1_o3_o17_f0_pcu.sym.59.out,39.05473574950854,LinearRegression,LCD
str_m2_o2_o27_f0_nbo.sym.5.out,41.025103899829844,LinearRegression,LCD
str_m2_o2_o3_f0_nbo.sym.36.out,43.13621263231696,LinearRegression,LCD
str_m3_o2_o27_f0_nbo.sym.164.out,42.71399088581954,LinearRegression,LCD
str_m3_o28_o28_f0_pcu.sym.231.out,40.88436331766404,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.7.out,42.29176913932211,LinearRegression,LCD
str_m1_o3_o6_f0_pcu.sym.93.out,38.773254585176915,LinearRegression,LCD
str_m3_o6_o7_f0_nbo.sym.120.out,44.26213728964343,LinearRegression,LCD
str_m2_o17_o25_f0_nbo.sym.216.out,41.588066228493076,LinearRegression,LCD
str_m2_o7_o20_f0_nbo.sym.48.out,41.44732564632727,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.175.out,41.165844481995656,LinearRegression,LCD
str_m3_o6_o7_f0_nbo.sym.58.out,44.40287787180923,LinearRegression,LCD
mof_10919,45.38806194696989,LinearRegression,LCD
mof_5797,47.217689515125386,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.21.out,43.69917496098019,LinearRegression,LCD
str_m1_o3_o7_f0_pcu.sym.31.out,40.180660406834996,LinearRegression,LCD
str_m3_o17_o25_f0_nbo.sym.125.out,41.30658506416146,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.7.out,40.74362273549823,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.133.out,40.88436331766404,LinearRegression,LCD
str_m2_o2_o25_f0_nbo.sym.60.out,38.63251400301111,LinearRegression,LCD
str_m2_o6_o17_f0_nbo.sym.18.out,41.44732564632727,LinearRegression,LCD
str_m3_o17_o23_f0_nbo.sym.140.out,42.29176913932211,LinearRegression,LCD
str_m2_o2_o23_f0_nbo.sym.123.out,41.025103899829844,LinearRegression,LCD
str_m2_o2_o3_f0_nbo.sym.183.out,41.72880681065888,LinearRegression,LCD
str_m2_o28_o28_f0_pcu.sym.10.out,41.72880681065888,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.92.out,40.180660406834996,LinearRegression,LCD
str_m2_o17_o17_f0_nbo.sym.14.out,42.71399088581954,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.74.out,41.72880681065888,LinearRegression,LCD
MEHMET_CoRE,38.63251400301111,LinearRegression,LCD
str_m3_o2_o17_f0_nbo.sym.10.out,38.21029225651368,LinearRegression,LCD
str_m3_o28_o28_f0_pcu.sym.242.out,42.43250972148792,LinearRegression,LCD
str_m3_o6_o23_f0_nbo.sym.11.out,43.98065612531181,LinearRegression,LCD
MEHMET_CSD17,38.63251400301111,LinearRegression,LCD
str_m2_o2_o27_f0_nbo.sym.214.out,41.588066228493076,LinearRegression,LCD
str_m2_o28_o28_f0_pcu.sym.129.out,41.44732564632727,LinearRegression,LCD
str_m3_o2_o27_f0_nbo.sym.22.out,42.29176913932211,LinearRegression,LCD
str_m3_o2_o27_f0_nbo.sym.64.out,42.71399088581954,LinearRegression,LCD
str_m2_o33_o58_f0_tbo.sym.70.out,49.61027941194413,LinearRegression,LCD
mof_13134,47.92139242595442,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.12.out,39.47695749600595,LinearRegression,LCD
str_m1_o7_o17_f0_pcu.sym.74.out,39.61769807817176,LinearRegression,LCD
str_m2_o2_o2_f0_nbo.sym.30.out,42.99547205015115,LinearRegression,LCD
str_m3_o28_o28_f0_pcu.sym.210.out,42.43250972148792,LinearRegression,LCD
mof_8165,53.12879396608932,LinearRegression,LCD
str_m1_o3_o29_f0_pcu.sym.3.out,40.32140098900081,LinearRegression,LCD
str_m1_o3_o7_f0_pcu.sym.150.out,40.32140098900081,LinearRegression,LCD
str_m3_o2_o7_f0_nbo.sym.84.out,42.57325030365374,LinearRegression,LCD
mof_11746,51.01768523360221,LinearRegression,LCD
mof_13323,41.588066228493076,LinearRegression,LCD
mof_7953,51.721388144431245,LinearRegression,LCD
mof_8166,51.29916639793382,LinearRegression,LCD
mof_9953,38.3510328386795,LinearRegression,LCD
str_m2_o17_o25_f0_nbo.sym.168.out,41.86954739282469,LinearRegression,LCD
str_m2_o25_o27_f0_nbo.sym.14.out,43.13621263231696,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.88.out,42.29176913932211,LinearRegression,LCD
mof_9338,46.79546776862797,LinearRegression,LCD
HUNCIE_CSD17,41.588066228493076,LinearRegression,LCD
str_m2_o6_o27_f0_nbo.sym.102.out,44.96584020047246,LinearRegression,LCD
str_m3_o17_o27_f0_nbo.sym.106.out,42.57325030365374,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.206.out,42.43250972148792,LinearRegression,LCD
mof_5859,49.469538829778315,LinearRegression,LCD
str_m2_o28_o28_f0_pcu.sym.47.out,41.86954739282469,LinearRegression,LCD
mof_4879,39.33621691384015,LinearRegression,LCD
str_m2_o2_o3_f0_nbo.sym.3.out,42.57325030365374,LinearRegression,LCD
str_m1_o7_o28_f0_pcu.sym.199.out,40.32140098900081,LinearRegression,LCD
str_m2_o17_o27_f0_nbo.sym.2.out,42.15102855715631,LinearRegression,LCD
str_m2_o2_o27_f0_nbo.sym.7.out,43.27695321448277,LinearRegression,LCD
str_m3_o28_o28_f0_pcu.sym.166.out,42.43250972148792,LinearRegression,LCD
str_m2_o2_o27_f0_nbo.sym.18.out,42.43250972148792,LinearRegression,LCD
str_m3_o17_o20_f0_nbo.sym.88.out,40.32140098900081,LinearRegression,LCD
str_m3_o17_o25_f0_nbo.sym.210.out,41.44732564632727,LinearRegression,LCD
str_m3_o17_o28_f0_nbo.sym.17.out,42.43250972148792,LinearRegression,LCD
str_m3_o3_o20_f0_nbo.sym.18.out,40.46214157116661,LinearRegression,LCD
str_m3_o32_o58_f0_tbo.sym.7.out,46.373246022130544,LinearRegression,LCD
str_m2_o17_o28_f0_nbo.sym.10.out,42.71399088581954,LinearRegression,LCD
str_m2_o25_o25_f0_nbo.sym.169.out,44.54361845397504,LinearRegression,LCD
str_m3_o7_o17_f0_nbo.sym.60.out,42.57325030365374,LinearRegression,LCD
mof_11560,40.03991982466919,LinearRegression,LCD
str_m3_o17_o25_f0_nbo.sym.35.out,41.44732564632727,LinearRegression,LCD
str_m3_o2_o23_f0_nbo.sym.216.out,41.165844481995656,LinearRegression,LCD
str_m3_o7_o23_f0_nbo.sym.5.out,44.96584020047246,LinearRegression,LCD
XAFFUH_UM,41.30658506416146,LinearRegression,LCD
str_m1_o3_o17_f0_pcu.sym.71.out,38.4917734208453,LinearRegression,LCD
str_m3_o17_o17_f0_nbo.sym.16.out,42.010287974990504,LinearRegression,LCD
str_m3_o17_o28_f0_nbo.sym.13.out,42.29176913932211,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.186.out,41.165844481995656,LinearRegression,LCD
mof_9036,38.3510328386795,LinearRegression,LCD
str_m1_o3_o28_f0_pcu.sym.8.out,40.602882153332416,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.229.out,41.44732564632727,LinearRegression,LCD
str_m2_o28_o28_f0_pcu.sym.106.out,41.165844481995656,LinearRegression,LCD
str_m1_o3_o7_f0_pcu.sym.64.out,40.88436331766404,LinearRegression,LCD
str_m2_o23_o23_f0_nbo.sym.36.out,43.839915543146,LinearRegression,LCD
str_m2_o28_o28_f0_pcu.sym.224.out,40.602882153332416,LinearRegression,LCD
str_m3_o28_o28_f0_pcu.sym.141.out,42.43250972148792,LinearRegression,LCD
str_m3_o3_o20_f0_nbo.sym.17.out,41.86954739282469,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.79.out,40.74362273549823,LinearRegression,LCD
mof_2950,47.358430097291205,LinearRegression,LCD
str_m3_o2_o27_f0_nbo.sym.55.out,43.13621263231696,LinearRegression,LCD
str_m3_o2_o3_f0_nbo.sym.126.out,42.57325030365374,LinearRegression,LCD
str_m3_o23_o27_f0_nbo.sym.208.out,43.69917496098019,LinearRegression,LCD
str_m3_o28_o28_f0_pcu.sym.47.out,38.3510328386795,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.2.out,42.010287974990504,LinearRegression,LCD
mof_12940,49.328798247612504,LinearRegression,LCD
str_m2_o28_o28_f0_pcu.sym.177.out,43.69917496098019,LinearRegression,LCD
str_m2_o28_o28_f0_pcu.sym.23.out,40.88436331766404,LinearRegression,LCD
str_m3_o25_o25_f0_nbo.sym.70.out,44.26213728964343,LinearRegression,LCD
GUPBEZ02_CSD17,44.82509961830665,LinearRegression,LCD
mof_10944,43.13621263231696,LinearRegression,LCD
mof_8343,52.565831637426086,LinearRegression,LCD
str_m2_o2_o2_f0_nbo.sym.10.out,42.99547205015115,LinearRegression,LCD
str_m2_o6_o7_f0_nbo.sym.204.out,44.54361845397504,LinearRegression,LCD
str_m3_o2_o28_f0_nbo.sym.21.out,42.010287974990504,LinearRegression,LCD
str_m3_o2_o7_f0_nbo.sym.28.out,42.29176913932211,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.184.out,42.010287974990504,LinearRegression,LCD
str_m3_o7_o17_f0_nbo.sym.69.out,42.43250972148792,LinearRegression,LCD
str_m2_o17_o28_f0_nbo.sym.22.out,42.854731467985346,LinearRegression,LCD
str_m3_o17_o29_f0_nbo.sym.112.out,42.29176913932211,LinearRegression,LCD
HABRAF_CoRE,42.15102855715631,LinearRegression,LCD
mof_9212,39.89917924250338,LinearRegression,LCD
str_m3_o3_o20_f0_nbo.sym.2.out,40.74362273549823,LinearRegression,LCD
str_m3_o32_o58_f0_tbo.sym.19.out,46.373246022130544,LinearRegression,LCD
str_m2_o25_o25_f0_nbo.sym.218.out,43.98065612531181,LinearRegression,LCD
str_m3_o17_o25_f0_nbo.sym.127.out,42.29176913932211,LinearRegression,LCD
str_m3_o6_o7_f0_nbo.sym.53.out,45.24732136480408,LinearRegression,LCD
str_m3_o7_o17_f0_nbo.sym.35.out,41.72880681065888,LinearRegression,LCD
str_m2_o3_o20_f0_nbo.sym.22.out,42.010287974990504,LinearRegression,LCD
str_m3_o17_o27_f0_nbo.sym.15.out,41.165844481995656,LinearRegression,LCD
str_m3_o28_o28_f0_pcu.sym.92.out,41.86954739282469,LinearRegression,LCD
mof_10050,44.82509961830665,LinearRegression,LCD
mof_13177,53.83249687691836,LinearRegression,LCD
str_m1_o3_o29_f0_pcu.sym.38.out,44.40287787180923,LinearRegression,LCD
str_m3_o3_o20_f0_nbo.sym.43.out,41.72880681065888,LinearRegression,LCD
mof_11011,42.29176913932211,LinearRegression,LCD
mof_5858,48.90657650111508,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.26.out,39.758438660337575,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.32.out,42.29176913932211,LinearRegression,LCD
str_m1_o7_o27_f0_pcu.sym.68.out,39.61769807817176,LinearRegression,LCD
str_m2_o17_o23_f0_nbo.sym.5.out,42.43250972148792,LinearRegression,LCD
str_m3_o23_o27_f0_nbo.sym.8.out,44.40287787180923,LinearRegression,LCD
str_m3_o6_o27_f0_nbo.sym.12.out,42.57325030365374,LinearRegression,LCD
str_m2_o2_o29_f0_nbo.sym.5.out,42.99547205015115,LinearRegression,LCD
str_m2_o28_o28_f0_pcu.sym.167.out,42.854731467985346,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.89.out,41.86954739282469,LinearRegression,LCD
LURRIA_CoRE,39.47695749600595,LinearRegression,LCD
mof_12710,49.89176057627574,LinearRegression,LCD
str_m3_o32_o58_f0_tbo.sym.32.out,41.588066228493076,LinearRegression,LCD
mof_2432,46.93620835079378,LinearRegression,LCD
str_m1_o7_o28_f0_pcu.sym.47.out,41.025103899829844,LinearRegression,LCD
str_m2_o17_o20_f0_nbo.sym.13.out,39.47695749600595,LinearRegression,LCD
str_m3_o2_o25_f0_nbo.sym.49.out,38.63251400301111,LinearRegression,LCD
str_m3_o2_o3_f0_nbo.sym.21.out,42.57325030365374,LinearRegression,LCD
str_m3_o6_o17_f0_nbo.sym.54.out,42.43250972148792,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.34.out,42.15102855715631,LinearRegression,LCD
str_m2_o23_o27_f0_nbo.sym.34.out,44.40287787180923,LinearRegression,LCD
str_m3_o17_o23_f0_nbo.sym.39.out,40.46214157116661,LinearRegression,LCD
str_m3_o17_o27_f0_nbo.sym.45.out,39.758438660337575,LinearRegression,LCD
str_m3_o31_o58_f0_tbo.sym.8.out,40.74362273549823,LinearRegression,LCD
mof_11607,50.313982322773164,LinearRegression,LCD
str_m2_o6_o23_f0_nbo.sym.18.out,43.55843437881438,LinearRegression,LCD
str_m3_o32_o58_f0_tbo.sym.58.out,43.69917496098019,LinearRegression,LCD
mof_1224,60.165823074379716,LinearRegression,LCD
str_m1_o3_o27_f0_pcu.sym.9.out,39.758438660337575,LinearRegression,LCD
str_m2_o23_o23_f0_nbo.sym.1.out,43.839915543146,LinearRegression,LCD
str_m2_o28_o28_f0_pcu.sym.181.out,43.27695321448277,LinearRegression,LCD
str_m3_o6_o7_f0_nbo.sym.87.out,42.010287974990504,LinearRegression,LCD
mof_1100,61.99545064253521,LinearRegression,LCD
str_m2_o17_o25_f0_nbo.sym.44.out,40.74362273549823,LinearRegression,LCD
str_m2_o2_o6_f0_nbo.sym.54.out,42.99547205015115,LinearRegression,LCD
str_m2_o7_o17_f0_nbo.sym.3.out,43.13621263231696,LinearRegression,LCD
