MOF,Predicted Value,Model,Features
str_m2_o6_o20_f0_nbo.sym.46.out,38.79222016790096,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.241.out,41.92654111057361,LinearRegression,GSA
str_m2_o7_o19_f0_nbo.sym.57.out,45.48058850991721,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.128.out,39.184691659853016,LinearRegression,GSA
str_m3_o6_o25_f0_nbo.sym.2.out,40.49838095930363,LinearRegression,GSA
mof_4364,47.34482809668946,LinearRegression,GSA
mof_6178,52.070838978945446,LinearRegression,GSA
mof_6936,42.4607384190639,LinearRegression,GSA
str_m1_o6_o27_f0_pcu.sym.36.out,39.74069294011842,LinearRegression,GSA
VAQBEU_CSD17,50.19569740628563,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.260.out,38.203512929972874,LinearRegression,GSA
str_m2_o25_o25_f0_nbo.sym.224.out,38.38884669006134,LinearRegression,GSA
str_m2_o25_o29_f0_pcu.sym.239.out,38.274375838241994,LinearRegression,GSA
str_m2_o3_o25_f0_pcu.sym.61.out,38.74861222435073,LinearRegression,GSA
str_m3_o2_o19_f0_nbo.sym.22.out,38.09994406404108,LinearRegression,GSA
str_m3_o21_o23_f0_pcu.sym.184.out,38.00182619105307,LinearRegression,GSA
str_m3_o21_o25_f0_pcu.sym.47.out,38.377944704173785,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.87.out,39.440888328210605,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.95.out,40.77093060649256,LinearRegression,GSA
str_m3_o6_o25_f0_nbo.sym.1.out,41.692148413991134,LinearRegression,GSA
hypotheticalMOF_5071707_i_2_j_25_k_5_m_14,39.92602670020689,LinearRegression,GSA
str_m2_o20_o27_f0_nbo.sym.27.out,40.06775251674513,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.265.out,38.11084604992864,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.56.out,38.345238746511114,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.85.out,39.17378967396545,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.13.out,40.28579223449627,LinearRegression,GSA
str_m2_o33_o58_f0_tbo.sym.19.out,38.22531690174799,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.182.out,38.74861222435073,LinearRegression,GSA
str_m3_o20_o28_f0_nbo.sym.18.out,38.121748035816196,LinearRegression,GSA
str_m3_o21_o29_f0_pcu.sym.41.out,38.912142012664084,LinearRegression,GSA
mof_1121,40.92900940186214,LinearRegression,GSA
mof_2424,40.558341881685195,LinearRegression,GSA
str_m2_o20_o25_f0_pcu.sym.13.out,38.666847330194045,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.21.out,38.18715995114154,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.44.out,41.583128555115564,LinearRegression,GSA
str_m3_o3_o19_f0_nbo.sym.11.out,42.2590516801441,LinearRegression,GSA
hypotheticalMOF_5071665_i_2_j_25_k_5_m_9,39.00480889270832,LinearRegression,GSA
mof_1560,38.25802285941066,LinearRegression,GSA
mof_2005,49.394401443550194,LinearRegression,GSA
mof_7267,42.28085565191921,LinearRegression,GSA
mof_7809,45.80219709360014,LinearRegression,GSA
str_m1_o21_o21_f0_pcu.sym.181.out,38.35068973945489,LinearRegression,GSA
str_m2_o2_o7_f0_nbo.sym.21.out,39.124730737471445,LinearRegression,GSA
str_m2_o6_o20_f0_nbo.sym.62.out,40.27489024860871,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.28.out,40.2530862768336,LinearRegression,GSA
str_m3_o20_o28_f0_nbo.sym.27.out,39.63167308124285,LinearRegression,GSA
mof_11338,44.67929254718176,LinearRegression,GSA
mof_12867,43.654505873751404,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.110.out,40.591047839347866,LinearRegression,GSA
str_m2_o25_o29_f0_pcu.sym.186.out,39.92602670020689,LinearRegression,GSA
str_m2_o3_o21_f0_pcu.sym.133.out,38.274375838241994,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.87.out,40.06230152380135,LinearRegression,GSA
str_m3_o3_o24_f0_nbo.sym.5.out,38.65049435136271,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.64.out,38.732259245519394,LinearRegression,GSA
hypotheticalMOF_5073509_i_2_j_25_k_25_m_0,40.525635924022524,LinearRegression,GSA
mof_5508,38.73771023846317,LinearRegression,GSA
mof_6591,44.0360753798159,LinearRegression,GSA
mof_7352,44.72290049073199,LinearRegression,GSA
mof_9053,42.482542390839015,LinearRegression,GSA
str_m2_o23_o28_f0_pcu.sym.177.out,38.57963144309359,LinearRegression,GSA
str_m2_o23_o29_f0_pcu.sym.212.out,39.27190754695347,LinearRegression,GSA
str_m2_o7_o24_f0_nbo.sym.19.out,39.980536629644675,LinearRegression,GSA
str_m3_o6_o19_f0_nbo.sym.2.out,38.018179169884405,LinearRegression,GSA
mof_1652,38.36704271828623,LinearRegression,GSA
mof_2318,49.93950073792804,LinearRegression,GSA
mof_6431,41.74120735048514,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.84.out,39.56626116591751,LinearRegression,GSA
str_m3_o2_o19_f0_nbo.sym.167.out,40.99442131718748,LinearRegression,GSA
str_m3_o23_o29_f0_pcu.sym.131.out,38.40519966889268,LinearRegression,GSA
hypotheticalMOF_5071678_i_2_j_25_k_5_m_10,38.43245463361157,LinearRegression,GSA
mof_2037,38.17625796525398,LinearRegression,GSA
str_m2_o2_o23_f0_nbo.sym.41.out,38.53602349954336,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.20.out,38.8576320832263,LinearRegression,GSA
str_m2_o3_o23_f0_pcu.sym.35.out,39.35912343405393,LinearRegression,GSA
str_m3_o20_o27_f0_pcu.sym.28.out,38.60688640781248,LinearRegression,GSA
str_m3_o3_o11_f0_nbo.sym.3.out,38.0454341346033,LinearRegression,GSA
hypotheticalMOF_5034257_i_1_j_19_k_5_m_4,38.519670520712026,LinearRegression,GSA
hypotheticalMOF_5039044_i_1_j_21_k_5_m_4,39.60441811652396,LinearRegression,GSA
hypotheticalMOF_5039083_i_1_j_21_k_5_m_7,39.135632723359,LinearRegression,GSA
mof_1607,44.799214391944886,LinearRegression,GSA
mof_5179,43.24023041002424,LinearRegression,GSA
str_m2_o21_o23_f0_pcu.sym.281.out,38.339787753567336,LinearRegression,GSA
str_m2_o3_o25_f0_pcu.sym.192.out,39.440888328210605,LinearRegression,GSA
str_m2_o3_o6_f0_pcu.sym.93.out,38.45970959833046,LinearRegression,GSA
str_m3_o23_o29_f0_pcu.sym.192.out,39.42998634232305,LinearRegression,GSA
hypotheticalMOF_5039080_i_1_j_21_k_5_m_7,39.81155584838754,LinearRegression,GSA
hypotheticalMOF_5041001_i_1_j_21_k_21_m_4,38.1708069723102,LinearRegression,GSA
str_m2_o25_o28_f0_pcu.sym.184.out,38.841279104394964,LinearRegression,GSA
str_m2_o6_o20_f0_nbo.sym.26.out,41.58857954805934,LinearRegression,GSA
str_m3_o2_o25_f0_nbo.sym.3.out,38.835828111451185,LinearRegression,GSA
str_m3_o21_o25_f0_pcu.sym.108.out,38.81947513261985,LinearRegression,GSA
mof_6937,43.24023041002424,LinearRegression,GSA
str_m2_o23_o28_f0_pcu.sym.264.out,38.416101654780235,LinearRegression,GSA
str_m3_o20_o28_f0_nbo.sym.22.out,39.479045278817054,LinearRegression,GSA
str_m3_o6_o23_f0_nbo.sym.1.out,41.89383515291094,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.43.out,38.25257186646688,LinearRegression,GSA
hypotheticalMOF_5048266_i_1_j_25_k_20_m_14,38.694102294912945,LinearRegression,GSA
hypotheticalMOF_5048371_i_1_j_25_k_21_m_7,38.944847970326755,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.50.out,41.305127914982855,LinearRegression,GSA
str_m3_o3_o23_f0_pcu.sym.193.out,38.68320030902538,LinearRegression,GSA
mof_2237,49.94495173087182,LinearRegression,GSA
mof_5311,38.14355200759131,LinearRegression,GSA
str_m1_o21_o21_f0_pcu.sym.74.out,38.84673009733874,LinearRegression,GSA
str_m2_o23_o28_f0_pcu.sym.54.out,38.65594534430649,LinearRegression,GSA
str_m2_o25_o26_f0_pcu.sym.183.out,38.21441491586043,LinearRegression,GSA
str_m2_o3_o4_f0_nbo.sym.6.out,38.06178711343463,LinearRegression,GSA
str_m2_o33_o58_f0_tbo.sym.16.out,38.121748035816196,LinearRegression,GSA
str_m2_o6_o20_f0_nbo.sym.52.out,41.08163720428794,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.241.out,39.871516770769105,LinearRegression,GSA
str_m3_o20_o27_f0_nbo.sym.30.out,38.797671160844736,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.114.out,40.907205430087025,LinearRegression,GSA
mof_7142,42.23724770836898,LinearRegression,GSA
mof_7401,43.53458402898828,LinearRegression,GSA
str_m2_o20_o27_f0_nbo.sym.68.out,39.85516379193777,LinearRegression,GSA
str_m2_o23_o29_f0_pcu.sym.246.out,38.36159172534245,LinearRegression,GSA
str_m2_o33_o58_f0_tbo.sym.4.out,38.873985062057635,LinearRegression,GSA
str_m3_o19_o25_f0_nbo.sym.117.out,38.73771023846317,LinearRegression,GSA
str_m3_o21_o29_f0_pcu.sym.152.out,38.93939697738298,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.132.out,38.121748035816196,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.70.out,40.57469486051653,LinearRegression,GSA
str_m2_o23_o27_f0_pcu.sym.106.out,38.43790562655535,LinearRegression,GSA
str_m2_o25_o25_f0_nbo.sym.149.out,40.89085245125569,LinearRegression,GSA
str_m2_o3_o23_f0_pcu.sym.115.out,38.42155264772401,LinearRegression,GSA
mof_12864,43.93250651388411,LinearRegression,GSA
mof_3038,39.11382875158389,LinearRegression,GSA
mof_5564,42.00285501178651,LinearRegression,GSA
mof_6316,42.013756997674065,LinearRegression,GSA
str_m2_o20_o26_f0_pcu.sym.42.out,40.345753156877834,LinearRegression,GSA
str_m2_o25_o25_f0_nbo.sym.228.out,41.833874230529375,LinearRegression,GSA
str_m2_o3_o11_f0_nbo.sym.6.out,41.02167628190637,LinearRegression,GSA
str_m3_o2_o23_f0_nbo.sym.45.out,38.46516059127424,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.83.out,40.13861542501425,LinearRegression,GSA
mof_1473,38.54692548543092,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.143.out,38.14900300053509,LinearRegression,GSA
str_m3_o3_o11_f0_nbo.sym.30.out,39.86606577782533,LinearRegression,GSA
mof_2184,43.83983963383987,LinearRegression,GSA
mof_666,49.32898952822485,LinearRegression,GSA
str_m2_o23_o28_f0_pcu.sym.179.out,38.688651301969166,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.66.out,40.18767436150826,LinearRegression,GSA
str_m3_o20_o28_f0_nbo.sym.79.out,38.33433676062356,LinearRegression,GSA
str_m3_o21_o25_f0_pcu.sym.21.out,39.053867829202325,LinearRegression,GSA
hypotheticalMOF_5000929_i_0_j_19_k_5_m_12,39.021161871539654,LinearRegression,GSA
hypotheticalMOF_5048155_i_1_j_25_k_20_m_5,40.00779159436357,LinearRegression,GSA
mof_7218,38.868534069113856,LinearRegression,GSA
str_m2_o2_o23_f0_nbo.sym.5.out,39.37547641288526,LinearRegression,GSA
str_m2_o20_o27_f0_nbo.sym.39.out,38.4760625771618,LinearRegression,GSA
str_m2_o25_o26_f0_pcu.sym.180.out,38.72135725963184,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.219.out,38.410650661836456,LinearRegression,GSA
str_m3_o21_o23_f0_pcu.sym.203.out,38.43790562655535,LinearRegression,GSA
str_m3_o6_o20_f0_nbo.sym.19.out,38.51421952776825,LinearRegression,GSA
hypotheticalMOF_28381_i_2_j_5_k_1_m_11,40.629204789954315,LinearRegression,GSA
hypotheticalMOF_5071652_i_2_j_25_k_5_m_7,38.25257186646688,LinearRegression,GSA
mof_6946,50.55546294057501,LinearRegression,GSA
str_m1_o3_o27_f0_pcu.sym.37.out,38.43245463361157,LinearRegression,GSA
str_m3_o19_o25_f0_nbo.sym.98.out,39.93692868609445,LinearRegression,GSA
str_m3_o20_o28_f0_nbo.sym.98.out,39.09747577275255,LinearRegression,GSA
hypotheticalMOF_5048675_i_1_j_25_k_25_m_1,38.557827471318475,LinearRegression,GSA
str_m2_o6_o21_f0_pcu.sym.218.out,39.015710878595875,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.142.out,41.26151997143263,LinearRegression,GSA
str_m2_o6_o28_f0_pcu.sym.80.out,39.092024779808774,LinearRegression,GSA
str_m3_o20_o28_f0_nbo.sym.61.out,38.51421952776825,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.2.out,38.66139633725027,LinearRegression,GSA
hypotheticalMOF_5048298_i_1_j_25_k_21_m_1,38.35614073239867,LinearRegression,GSA
hypotheticalMOF_5073040_i_2_j_25_k_20_m_6,39.904222728431776,LinearRegression,GSA
mof_12991,38.03453214871574,LinearRegression,GSA
mof_6525,43.049445656991985,LinearRegression,GSA
str_m2_o21_o25_f0_pcu.sym.11.out,38.726808252575616,LinearRegression,GSA
str_m2_o21_o28_f0_pcu.sym.214.out,38.65594534430649,LinearRegression,GSA
str_m2_o6_o20_f0_nbo.sym.7.out,41.96469806118006,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.101.out,38.73771023846317,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.55.out,38.74861222435073,LinearRegression,GSA
str_m3_o3_o5_f0_nbo.sym.34.out,39.724339961287086,LinearRegression,GSA
hypotheticalMOF_28802_i_2_j_5_k_5_m_11,41.157951105500835,LinearRegression,GSA
mof_2051,49.9504027238156,LinearRegression,GSA
mof_2130,45.83490305126281,LinearRegression,GSA
mof_4622,38.42700364066779,LinearRegression,GSA
mof_6634,38.089042078153525,LinearRegression,GSA
str_m2_o27_o29_f0_pcu.sym.2.out,38.47061158421802,LinearRegression,GSA
str_m2_o7_o19_f0_nbo.sym.62.out,41.866580188192046,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.21.out,38.65594534430649,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.195.out,38.492415555993134,LinearRegression,GSA
str_m3_o20_o28_f0_nbo.sym.111.out,38.21986590880421,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.75.out,39.67528102479308,LinearRegression,GSA
hypotheticalMOF_28808_i_2_j_5_k_5_m_11,38.18170895819776,LinearRegression,GSA
hypotheticalMOF_5019658_i_0_j_25_k_25_m_14,38.094493071097304,LinearRegression,GSA
hypotheticalMOF_5048245_i_1_j_25_k_20_m_12,40.11681145323914,LinearRegression,GSA
hypotheticalMOF_5048379_i_1_j_25_k_21_m_7,38.33433676062356,LinearRegression,GSA
mof_6323,43.37105424067492,LinearRegression,GSA
str_m2_o3_o14_f0_nbo.sym.157.out,38.54692548543092,LinearRegression,GSA
str_m2_o3_o25_f0_pcu.sym.190.out,38.37249371123001,LinearRegression,GSA
hypotheticalMOF_5041009_i_1_j_21_k_21_m_4,38.50331754188069,LinearRegression,GSA
hypotheticalMOF_5046674_i_1_j_25_k_5_m_4,39.795202869556206,LinearRegression,GSA
mof_5476,42.67332714387126,LinearRegression,GSA
mof_9692,38.09994406404108,LinearRegression,GSA
str_m2_o2_o19_f0_nbo.sym.93.out,39.25010357517836,LinearRegression,GSA
str_m2_o20_o28_f0_nbo.sym.14.out,38.21986590880421,LinearRegression,GSA
str_m2_o3_o25_f0_pcu.sym.151.out,38.4760625771618,LinearRegression,GSA
mof_2225,43.24023041002424,LinearRegression,GSA
str_m2_o6_o6_f0_pcu.sym.17.out,39.71888896834331,LinearRegression,GSA
str_m3_o3_o7_f0_pcu.sym.195.out,38.25257186646688,LinearRegression,GSA
hypotheticalMOF_5046731_i_1_j_25_k_5_m_10,39.08112279392122,LinearRegression,GSA
mof_12720,43.88889857033388,LinearRegression,GSA
str_m2_o20_o29_f0_nbo.sym.60.out,39.222848610459465,LinearRegression,GSA
str_m3_o20_o25_f0_pcu.sym.41.out,38.69955328785672,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.39.out,39.77884989072487,LinearRegression,GSA
str_m3_o25_o25_f0_pcu.sym.28.out,38.80857314673229,LinearRegression,GSA
str_m3_o6_o21_f0_pcu.sym.166.out,39.50630024353595,LinearRegression,GSA
mof_11230,43.24023041002424,LinearRegression,GSA
mof_4650,40.81453855004279,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.52.out,38.29072881707333,LinearRegression,GSA
HOMTAE_CSD17,41.31057890792663,LinearRegression,GSA
hypotheticalMOF_5036497_i_1_j_20_k_5_m_12,40.60194982523542,LinearRegression,GSA
hypotheticalMOF_5071659_i_2_j_25_k_5_m_9,38.36704271828623,LinearRegression,GSA
mof_13504,38.06178711343463,LinearRegression,GSA
mof_2132,50.037618610916056,LinearRegression,GSA
mof_5610,48.4513796642765,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.212.out,39.980536629644675,LinearRegression,GSA
str_m3_o25_o25_f0_nbo.sym.69.out,42.36262054607589,LinearRegression,GSA
hypotheticalMOF_5064140_i_2_j_21_k_5_m_4,39.45724130704194,LinearRegression,GSA
mof_4786,40.9126564230308,LinearRegression,GSA
mof_5048,46.56533610572914,LinearRegression,GSA
mof_6387,50.94793443252707,LinearRegression,GSA
mof_7836,48.767537255015654,LinearRegression,GSA
str_m2_o20_o27_f0_nbo.sym.51.out,40.24763528388982,LinearRegression,GSA
str_m2_o3_o25_f0_pcu.sym.28.out,38.230767894691766,LinearRegression,GSA
str_m2_o3_o29_f0_pcu.sym.13.out,38.841279104394964,LinearRegression,GSA
str_m3_o25_o25_f0_nbo.sym.25.out,40.39481209337184,LinearRegression,GSA
str_m3_o3_o29_f0_pcu.sym.116.out,39.16833868102167,LinearRegression,GSA
mof_5589,40.830891528874126,LinearRegression,GSA
str_m2_o20_o27_f0_nbo.sym.21.out,38.27982683118577,LinearRegression,GSA
str_m2_o20_o29_f0_nbo.sym.64.out,39.8224578342751,LinearRegression,GSA
str_m3_o20_o25_f0_pcu.sym.32.out,38.31798378179222,LinearRegression,GSA
str_m3_o3_o29_f0_pcu.sym.204.out,39.27190754695347,LinearRegression,GSA
hypotheticalMOF_3000358_i_1_j_24_k_24_m_12_cat_1,39.898771735488,LinearRegression,GSA
hypotheticalMOF_5048409_i_1_j_25_k_21_m_9,38.121748035816196,LinearRegression,GSA
mof_5720,41.31057890792663,LinearRegression,GSA
str_m2_o19_o25_f0_nbo.sym.167.out,39.68073201773686,LinearRegression,GSA
str_m2_o23_o29_f0_pcu.sym.183.out,38.6014354148687,LinearRegression,GSA
str_m2_o3_o3_f0_pcu.sym.156.out,38.77586718906962,LinearRegression,GSA
mof_1942,46.734316886986264,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.8.out,39.38092740582904,LinearRegression,GSA
str_m2_o6_o23_f0_nbo.sym.75.out,42.340816574300774,LinearRegression,GSA
str_m2_o7_o19_f0_nbo.sym.133.out,38.71590626668806,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.68.out,40.236733298002264,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.58.out,38.64504335841893,LinearRegression,GSA
hypotheticalMOF_5073246_i_2_j_25_k_21_m_7,38.27982683118577,LinearRegression,GSA
mof_2279,53.79335274917946,LinearRegression,GSA
str_m2_o17_o20_f0_nbo.sym.44.out,38.666847330194045,LinearRegression,GSA
str_m3_o23_o23_f0_nbo.sym.5.out,40.9889703242437,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.249.out,39.31006449755992,LinearRegression,GSA
mof_5598,41.10889216900683,LinearRegression,GSA
mof_6947,49.399852436493966,LinearRegression,GSA
mof_9967,45.158979926234274,LinearRegression,GSA
str_m2_o2_o25_f0_nbo.sym.15.out,38.377944704173785,LinearRegression,GSA
str_m2_o23_o25_f0_nbo.sym.39.out,40.81453855004279,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.1.out,40.084105495576466,LinearRegression,GSA
str_m3_o6_o17_f0_nbo.sym.72.out,40.74367564177366,LinearRegression,GSA
str_m3_o6_o27_f0_nbo.sym.83.out,40.10590946735158,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.155.out,39.42998634232305,LinearRegression,GSA
str_m3_o7_o20_f0_nbo.sym.101.out,39.55535918002995,LinearRegression,GSA
str_m2_o20_o25_f0_pcu.sym.84.out,39.331868469335035,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.99.out,38.95574995621431,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.107.out,40.14406641795803,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.227.out,40.89085245125569,LinearRegression,GSA
str_m2_o6_o29_f0_pcu.sym.188.out,40.803636564155234,LinearRegression,GSA
str_m3_o23_o23_f0_nbo.sym.9.out,39.70253598951197,LinearRegression,GSA
str_m3_o6_o7_f0_nbo.sym.133.out,39.17378967396545,LinearRegression,GSA
hypotheticalMOF_5039041_i_1_j_21_k_5_m_4,39.4681432929295,LinearRegression,GSA
hypotheticalMOF_5048251_i_1_j_25_k_20_m_13,40.345753156877834,LinearRegression,GSA
hypotheticalMOF_5072328_i_2_j_25_k_12_m_9,39.84971279899399,LinearRegression,GSA
mof_4940,41.544971604509115,LinearRegression,GSA
mof_5134,44.652037582462874,LinearRegression,GSA
str_m2_o20_o26_f0_pcu.sym.64.out,39.17924066690924,LinearRegression,GSA
str_m2_o21_o29_f0_pcu.sym.165.out,38.27982683118577,LinearRegression,GSA
str_m2_o3_o19_f0_nbo.sym.18.out,38.39429768300512,LinearRegression,GSA
hypotheticalMOF_5016368_i_0_j_25_k_1_m_5,38.47061158421802,LinearRegression,GSA
hypotheticalMOF_5016967_i_0_j_25_k_5_m_10,39.21194662457191,LinearRegression,GSA
mof_5370,48.31510484068204,LinearRegression,GSA
mof_6136,54.01684345987438,LinearRegression,GSA
mof_7624,43.70356481024541,LinearRegression,GSA
mof_7628,49.70510804134557,LinearRegression,GSA
str_m1_o21_o21_f0_pcu.sym.46.out,38.3997486759489,LinearRegression,GSA
str_m1_o3_o25_f0_pcu.sym.53.out,40.54743989579764,LinearRegression,GSA
str_m2_o3_o15_f0_nbo.sym.14.out,38.74861222435073,LinearRegression,GSA
mof_2093,53.83150969978591,LinearRegression,GSA
mof_2854,39.33731946227881,LinearRegression,GSA
mof_7187,43.28928934651824,LinearRegression,GSA
mof_11710,42.03556096944918,LinearRegression,GSA
str_m2_o6_o23_f0_nbo.sym.9.out,41.49591266801511,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.83.out,40.96716635246859,LinearRegression,GSA
mof_4644,40.443871029865846,LinearRegression,GSA
mof_5000,48.0970651229309,LinearRegression,GSA
str_m3_o2_o25_f0_nbo.sym.13.out,38.797671160844736,LinearRegression,GSA
str_m3_o20_o27_f0_nbo.sym.27.out,38.4760625771618,LinearRegression,GSA
str_m3_o21_o29_f0_pcu.sym.179.out,38.198061937029095,LinearRegression,GSA
str_m3_o25_o25_f0_nbo.sym.260.out,39.66437903890552,LinearRegression,GSA
hypotheticalMOF_5016996_i_0_j_25_k_5_m_12,40.50928294519119,LinearRegression,GSA
mof_5615,49.27993059173084,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.55.out,39.03751485037099,LinearRegression,GSA
hypotheticalMOF_5048243_i_1_j_25_k_20_m_12,38.983004920933205,LinearRegression,GSA
hypotheticalMOF_5071644_i_2_j_25_k_5_m_7,38.7813181820134,LinearRegression,GSA
mof_13135,38.050885127547076,LinearRegression,GSA
mof_9910,39.762496911893535,LinearRegression,GSA
str_m2_o25_o25_f0_nbo.sym.28.out,41.34873585853308,LinearRegression,GSA
str_m2_o6_o23_f0_pcu.sym.201.out,40.193125354452036,LinearRegression,GSA
str_m2_o6_o25_f0_pcu.sym.119.out,40.9126564230308,LinearRegression,GSA
str_m3_o2_o7_f0_nbo.sym.55.out,39.3918293917166,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.183.out,38.0454341346033,LinearRegression,GSA
str_m3_o6_o25_f0_pcu.sym.130.out,39.41363336349171,LinearRegression,GSA
hypotheticalMOF_5019623_i_0_j_25_k_25_m_10,39.68618301068064,LinearRegression,GSA
str_m2_o3_o25_f0_pcu.sym.102.out,41.07618621134416,LinearRegression,GSA
str_m3_o17_o20_f0_nbo.sym.23.out,38.486964563049355,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.85.out,38.11629704287242,LinearRegression,GSA
str_m3_o6_o7_f0_nbo.sym.24.out,41.18520607021973,LinearRegression,GSA
HOMTEI_CSD17,41.801168272866704,LinearRegression,GSA
hypotheticalMOF_5048223_i_1_j_25_k_20_m_10,39.02661286448343,LinearRegression,GSA
hypotheticalMOF_5048397_i_1_j_25_k_21_m_9,38.672298323137824,LinearRegression,GSA
hypotheticalMOF_5064220_i_2_j_21_k_5_m_12,38.307081795904665,LinearRegression,GSA
mof_4825,45.01725410969603,LinearRegression,GSA
mof_6135,50.09757953329762,LinearRegression,GSA
mof_6544,39.57171215886129,LinearRegression,GSA
str_m2_o20_o29_f0_nbo.sym.36.out,40.38936110042806,LinearRegression,GSA
str_m2_o6_o20_f0_nbo.sym.31.out,40.6074008181792,LinearRegression,GSA
str_m3_o25_o25_f0_pcu.sym.50.out,40.00779159436357,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.217.out,40.416616065146954,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.82.out,39.833359820162656,LinearRegression,GSA
hypotheticalMOF_5041013_i_1_j_21_k_21_m_4,38.18170895819776,LinearRegression,GSA
mof_5371,50.435541095811885,LinearRegression,GSA
mof_5372,47.05047447772542,LinearRegression,GSA
mof_6331,48.23333994652536,LinearRegression,GSA
mof_6524,48.3750657630636,LinearRegression,GSA
str_m2_o20_o26_f0_pcu.sym.116.out,38.82492612556363,LinearRegression,GSA
str_m2_o3_o29_f0_pcu.sym.249.out,39.34277045522259,LinearRegression,GSA
str_m3_o25_o29_f0_pcu.sym.255.out,40.49838095930363,LinearRegression,GSA
str_m3_o3_o8_f0_pcu.sym.104.out,38.31798378179222,LinearRegression,GSA
str_m3_o6_o23_f0_pcu.sym.176.out,38.35068973945489,LinearRegression,GSA
str_m3_o6_o27_f0_nbo.sym.7.out,41.615834512778235,LinearRegression,GSA
hypotheticalMOF_5034256_i_1_j_19_k_5_m_4,38.37249371123001,LinearRegression,GSA
mof_11368,38.873985062057635,LinearRegression,GSA
mof_2758,40.869048479480576,LinearRegression,GSA
mof_4402,45.24074482039096,LinearRegression,GSA
mof_7266,41.37599082325198,LinearRegression,GSA
str_m3_o20_o29_f0_nbo.sym.50.out,41.05983323251282,LinearRegression,GSA
str_m3_o25_o27_f0_nbo.sym.10.out,39.60986910946774,LinearRegression,GSA
hypotheticalMOF_3000205_i_1_j_24_k_23_m_6_cat_1,39.24465258223458,LinearRegression,GSA
hypotheticalMOF_5041005_i_1_j_21_k_21_m_4,38.47061158421802,LinearRegression,GSA
str_m1_o25_o25_f0_pcu.sym.50.out,38.88488704794519,LinearRegression,GSA
str_m2_o25_o25_f0_pcu.sym.3.out,40.263988262721156,LinearRegression,GSA
str_m3_o3_o19_f0_nbo.sym.151.out,40.378459114540505,LinearRegression,GSA
mof_2042,45.05541106030248,LinearRegression,GSA
mof_3050,50.25020733572342,LinearRegression,GSA
mof_11854,41.61038351983446,LinearRegression,GSA
