Features,Model,MSE,R²
"Density,GSA,VSA,VF,PV",SK_RF,0.048142214620272954,0.9962799559650772
"Density,GSA,VSA,VF,PV",XG_RF,0.11267503630997747,0.9912933773401207
"Density,GSA,VSA,VF,PV",SK_GB,0.04705115315522945,0.9963642644400151
"Density,GSA,VSA,VF,PV",SK_LR,0.24470063114360427,0.9810914987935707
"Density,GSA,VSA,VF,LCD",SK_RF,0.04340331123428548,0.9966461403920333
"Density,GSA,VSA,VF,LCD",XG_RF,0.22644381208795966,0.9825022392707239
"Density,GSA,VSA,VF,LCD",SK_GB,0.045449193965850926,0.9964880509914574
"Density,GSA,VSA,VF,LCD",SK_LR,0.5977814408841624,0.9538082470677981
"Density,GSA,VSA,VF,PLD",SK_RF,0.04739587036957872,0.9963376274598286
"Density,GSA,VSA,VF,PLD",XG_RF,0.20667989333060827,0.9840294363192997
"Density,GSA,VSA,VF,PLD",SK_GB,0.048008342663987506,0.9962903005156208
"Density,GSA,VSA,VF,PLD",SK_LR,0.6867640193872356,0.946932387430194
"Density,GSA,VSA,PV,LCD",SK_RF,0.04187440602806702,0.996764281917869
"Density,GSA,VSA,PV,LCD",XG_RF,0.3173049464871198,0.9754812199076974
"Density,GSA,VSA,PV,LCD",SK_GB,0.04789742073128296,0.9962988716725016
"Density,GSA,VSA,PV,LCD",SK_LR,0.21233325258470612,0.9835925900807881
"Density,GSA,VSA,PV,PLD",SK_RF,0.0450436197323145,0.9965193905137475
"Density,GSA,VSA,PV,PLD",XG_RF,0.3206828015962656,0.975220206370021
"Density,GSA,VSA,PV,PLD",SK_GB,0.050051603983139854,0.9961324136767611
"Density,GSA,VSA,PV,PLD",SK_LR,0.29776531704855075,0.9769910856774982
"Density,GSA,VSA,LCD,PLD",SK_RF,0.09367415399878896,0.9927616130550236
"Density,GSA,VSA,LCD,PLD",XG_RF,0.3097436182559177,0.976065498678511
"Density,GSA,VSA,LCD,PLD",SK_GB,0.0979938122795218,0.992427824525624
"Density,GSA,VSA,LCD,PLD",SK_LR,0.5720424353303566,0.955797150877698
"Density,GSA,VF,PV,LCD",SK_RF,0.03812082901764847,0.9970543282291443
"Density,GSA,VF,PV,LCD",XG_RF,0.17372721843900443,0.9865757546104744
"Density,GSA,VF,PV,LCD",SK_GB,0.039505861895538376,0.9969473040023569
"Density,GSA,VF,PV,LCD",SK_LR,0.45810332533945053,0.9646014510082449
"Density,GSA,VF,PV,PLD",SK_RF,0.04089533912185818,0.996839936351986
"Density,GSA,VF,PV,PLD",XG_RF,0.1804570755411253,0.9860557252564844
"Density,GSA,VF,PV,PLD",SK_GB,0.04267361477727388,0.9967025254788768
"Density,GSA,VF,PV,PLD",SK_LR,0.619302039108453,0.9521453079262628
"Density,GSA,VF,LCD,PLD",SK_RF,0.04123055118990991,0.9968140338532325
"Density,GSA,VF,LCD,PLD",XG_RF,0.17031032256975256,0.9868397849048143
"Density,GSA,VF,LCD,PLD",SK_GB,0.04327544100253334,0.996656021177465
"Density,GSA,VF,LCD,PLD",SK_LR,1.2977584471695165,0.8997196408963982
"Density,GSA,PV,LCD,PLD",SK_RF,0.03963648106678614,0.9969372108009394
"Density,GSA,PV,LCD,PLD",XG_RF,0.24199362384959647,0.9813006745952241
"Density,GSA,PV,LCD,PLD",SK_GB,0.04521002854790418,0.9965065317758046
"Density,GSA,PV,LCD,PLD",SK_LR,0.457453558346343,0.9646516597875016
"Density,VSA,VF,PV,LCD",SK_RF,0.03796245294909516,0.997066566260854
"Density,VSA,VF,PV,LCD",XG_RF,0.1779358547187171,0.986250544970432
"Density,VSA,VF,PV,LCD",SK_GB,0.03956262120877565,0.9969429180980877
"Density,VSA,VF,PV,LCD",SK_LR,0.8047106561227974,0.9378184177906967
"Density,VSA,VF,PV,PLD",SK_RF,0.041100363345438,0.9968240937251779
"Density,VSA,VF,PV,PLD",XG_RF,0.16770634198083081,0.987040999629423
"Density,VSA,VF,PV,PLD",SK_GB,0.04245695828131274,0.9967192669543529
"Density,VSA,VF,PV,PLD",SK_LR,0.8263491621902624,0.9361463676771771
"Density,VSA,VF,LCD,PLD",SK_RF,0.0426014959168737,0.9967080982457002
"Density,VSA,VF,LCD,PLD",XG_RF,0.18633022048889347,0.9856018957432078
"Density,VSA,VF,LCD,PLD",SK_GB,0.0446808252124545,0.9965474243630449
"Density,VSA,VF,LCD,PLD",SK_LR,2.2835313760080367,0.8235470191622525
"Density,VSA,PV,LCD,PLD",SK_RF,0.039575783517306645,0.9969419010205036
"Density,VSA,PV,LCD,PLD",XG_RF,0.24269004906591266,0.9812468604428807
"Density,VSA,PV,LCD,PLD",SK_GB,0.0450205810063799,0.9965211707616164
"Density,VSA,PV,LCD,PLD",SK_LR,0.8978189830225471,0.9306237534235282
"Density,VF,PV,LCD,PLD",SK_RF,0.03703864967121738,0.9971379503652292
"Density,VF,PV,LCD,PLD",XG_RF,0.1336127803146801,0.9896754764956374
"Density,VF,PV,LCD,PLD",SK_GB,0.03913925511871795,0.9969756324322813
"Density,VF,PV,LCD,PLD",SK_LR,0.8157416645332912,0.9369660299776242
"GSA,VSA,VF,PV,LCD",SK_RF,0.03965420252278045,0.9969358414290237
"GSA,VSA,VF,PV,LCD",XG_RF,0.22280091238696392,0.9827837333276426
"GSA,VSA,VF,PV,LCD",SK_GB,0.03960389549652492,0.9969397287523305
"GSA,VSA,VF,PV,LCD",SK_LR,0.18852310971990488,0.9854324468599892
"GSA,VSA,VF,PV,PLD",SK_RF,0.04290503500827869,0.9966846431804264
"GSA,VSA,VF,PV,PLD",XG_RF,0.2067679210249341,0.984022634245449
"GSA,VSA,VF,PV,PLD",SK_GB,0.042825316083887774,0.9966908032192091
"GSA,VSA,VF,PV,PLD",SK_LR,0.23220001293011797,0.982057446259526
"GSA,VSA,VF,LCD,PLD",SK_RF,0.04762911356019709,0.9963196042976872
"GSA,VSA,VF,LCD,PLD",XG_RF,0.26051516655527535,0.9798694783986367
"GSA,VSA,VF,LCD,PLD",SK_GB,0.04724593819248074,0.9963492130153635
"GSA,VSA,VF,LCD,PLD",SK_LR,0.5665261752992031,0.9562234031883953
"GSA,VSA,PV,LCD,PLD",SK_RF,0.051125175102220324,0.9960494567154102
"GSA,VSA,PV,LCD,PLD",XG_RF,0.3053479558281907,0.976405160198505
"GSA,VSA,PV,LCD,PLD",SK_GB,0.05616608048817475,0.9956599359972725
"GSA,VSA,PV,LCD,PLD",SK_LR,0.20974181044017287,0.9837928359350276
"GSA,VF,PV,LCD,PLD",SK_RF,0.03714751664474836,0.9971295379991036
"GSA,VF,PV,LCD,PLD",XG_RF,0.14971019506586336,0.9884315974552743
"GSA,VF,PV,LCD,PLD",SK_GB,0.03767378328484487,0.9970888723361151
"GSA,VF,PV,LCD,PLD",SK_LR,0.47027854493461546,0.9636606477363946
"VSA,VF,PV,LCD,PLD",SK_RF,0.03762706069105933,0.9970924826832435
"VSA,VF,PV,LCD,PLD",XG_RF,0.18815968594223526,0.9854605293332808
"VSA,VF,PV,LCD,PLD",SK_GB,0.03772060012498793,0.9970852547063844
"VSA,VF,PV,LCD,PLD",SK_LR,0.8036093056869629,0.9379035213147349
"Density,GSA,VSA,VF,PV,LCD",SK_RF,0.03816877446055959,0.9970506233900481
"Density,GSA,VSA,VF,PV,LCD",XG_RF,0.13547827880313199,0.9895313257418995
"Density,GSA,VSA,VF,PV,LCD",SK_GB,0.03911720776264698,0.9969773360750422
"Density,GSA,VSA,VF,PV,LCD",SK_LR,0.17546470964538202,0.9864414952323175
"Density,GSA,VSA,VF,PV,PLD",SK_RF,0.04097376579617663,0.9968338761679193
"Density,GSA,VSA,VF,PV,PLD",XG_RF,0.14315567889408717,0.9889380778691678
"Density,GSA,VSA,VF,PV,PLD",SK_GB,0.04239745474906473,0.9967238649098467
"Density,GSA,VSA,VF,PV,PLD",SK_LR,0.22084495002777382,0.9829348744033956
"Density,GSA,VSA,VF,LCD,PLD",SK_RF,0.04038630152714722,0.9968792706925994
"Density,GSA,VSA,VF,LCD,PLD",XG_RF,0.15222081043279767,0.9882375972458237
"Density,GSA,VSA,VF,LCD,PLD",SK_GB,0.04260569157665415,0.9967077740387799
"Density,GSA,VSA,VF,LCD,PLD",SK_LR,0.5451442017435748,0.9578756305279119
"Density,GSA,VSA,PV,LCD,PLD",SK_RF,0.040571584678607574,0.996864953497435
"Density,GSA,VSA,PV,LCD,PLD",XG_RF,0.2274297797288603,0.9824260516032041
"Density,GSA,VSA,PV,LCD,PLD",SK_GB,0.04557824728398439,0.9964780787866035
"Density,GSA,VSA,PV,LCD,PLD",SK_LR,0.20941730107484352,0.9838179114147971
"Density,GSA,VF,PV,LCD,PLD",SK_RF,0.035178404334823624,0.9972816951975293
"Density,GSA,VF,PV,LCD,PLD",XG_RF,0.11504076878482518,0.9911105725179766
"Density,GSA,VF,PV,LCD,PLD",SK_GB,0.037630969082396375,0.9970921806741233
"Density,GSA,VF,PV,LCD,PLD",SK_LR,0.4572093956964096,0.964670526717837
"Density,VSA,VF,PV,LCD,PLD",SK_RF,0.035231924186027656,0.9972775596128913
"Density,VSA,VF,PV,LCD,PLD",XG_RF,0.12640123965315575,0.9902327264898911
"Density,VSA,VF,PV,LCD,PLD",SK_GB,0.03742666369762452,0.9971079677548366
"Density,VSA,VF,PV,LCD,PLD",SK_LR,0.7964481353469559,0.9384568790947317
"GSA,VSA,VF,PV,LCD,PLD",SK_RF,0.036938176214204255,0.997145714147751
"GSA,VSA,VF,PV,LCD,PLD",XG_RF,0.1476390928616432,0.9885916356143265
"GSA,VSA,VF,PV,LCD,PLD",SK_GB,0.03731003608581666,0.9971169798008139
"GSA,VSA,VF,PV,LCD,PLD",SK_LR,0.18705915265390152,0.9855455697147172
"Density,GSA,VSA,VF,PV,LCD,PLD",SK_RF,0.035171886003296765,0.9972821988818842
"Density,GSA,VSA,VF,PV,LCD,PLD",XG_RF,0.08546155713914687,0.9933962166394228
"Density,GSA,VSA,VF,PV,LCD,PLD",SK_GB,0.03694088859421361,0.9971455045567891
"Density,GSA,VSA,VF,PV,LCD,PLD",SK_LR,0.17385645035660238,0.9865657686048872
